text,intent,source,group,n_tokens
I'm in semester 2 of IT. Can I register for the honours program along with my regular courses?,academic_registration,template,academic_registration::Can I register for the {course} along with my regular courses?,18
What is the process to apply for a duplicate marksheet? Thank you.,transcripts,template,transcripts::What is the process to apply for a {doc}?,12
Money was deducted from my account for the tuition fee but the payment failed.,fees,template,fees::Money was deducted from my account for the {fee} but the payment failed.,14
Can I pay the development fee by cash at the accounts office?,fees,template,fees::Can I pay the {fee} by {mode}?,12
How do I get a degree certificate?,certificates,template,certificates::How do I get a {cert}?,7
Can I stay in the hostel during the semester break?,hostel,template,hostel::Can I stay in the hostel during {vac}?,10
"Excuse me, where do I apply for a duplicate RFID access card?",id_cards,template,id_cards::Where do I apply for a duplicate {card}?,12
I need a character certificate for a passport application. Thank you.,certificates,template,certificates::I need a {cert} for {purpose}.,11
"Sir, is attendance mandatory for mathematics lab sessions?",attendance,template,attendance::Is attendance mandatory for {subject} lab sessions?,8
How can I drop the honours program after registering? Thank you.,academic_registration,template,academic_registration::How can I drop the {course} after registering?,11
Is a degree transcript enough for IELTS?,transcripts,template,transcripts::Is a {doc} enough for {dest}?,7
What is the process to enroll in the elective?,academic_registration,template,academic_registration::What is the process to enroll in the {course}?,9
Apply for a new ID card please.,id_cards,template,id_cards::Apply for a new {card} please.,7
The barcode on my RFID access card does not scan.,id_cards,template,id_cards::The barcode on my {card} does not scan.,10
"My merit scholarship application was rejected, how do I appeal?",scholarships,template,"scholarships::My {sch} application was rejected, how do I appeal?",10
Can I get an unofficial mark statement instantly?,transcripts,template,transcripts::Can I get an unofficial {doc} instantly?,8
Urgent: I want to change my project credits for the fall semester. My roll number is J012.,academic_registration,template,academic_registration::I want to change my {course} for {term}.,17
What documents are required for a bonafide certificate? Please help.,certificates,template,certificates::What documents are required for a {cert}?,10
How do I get a change of eaxm centre for the improvement exam,examinations,augmented,examinations::How do I get a change of exam centre for the {exam}?,13
How can I get my degree transcript?,transcripts,template,transcripts::How can I get my {doc}?,7
Tell me the procedure for obtaining a domicile verification letter.,certificates,template,certificates::Tell me the procedure for obtaining a {cert}.,10
What is the process to apply for a study certificate?,certificates,template,certificates::What is the process to apply for a {cert}?,10
"As a final year student, the lab course is full, can I be added to the waitlist?",academic_registration,template,"academic_registration::The {course} is full, can I be added to the waitlist?",17
"Hello, what documents are required for hostel admission?",hostel,template,hostel::What documents are required for hostel admission?,8
Do I need to upload my caste certificate for the freeship? I am in final year.,scholarships,template,scholarships::Do I need to upload my {sdoc} for the {sch}?,16
"madam, wat is the seating arrangement for the viva",examinations,augmented,examinations::What is the seating arrangement for the {exam}?,9
"Madam, I forgot my student ID card at home, can I still enter the campus?",id_cards,template,"id_cards::I forgot my {card} at home, can I still enter the campus?",15
When will the allotment for a room in the girls hostel be announced?,hostel,template,hostel::When will the allotment for a {room} be announced?,13
"As a first year student, my chemistry professor did not update my attendance.",attendance,template,attendance::My {subject} professor did not update my attendance.,13
"The summer course is full, can I be added to the waitlist? It is urgent.",academic_registration,template,"academic_registration::The {course} is full, can I be added to the waitlist?",15
how do i register for the minoor program in semesteer 6?,academic_registration,augmented,academic_registration::How do I register for the {course} in {term}?,11
"Madam, can I pay the re-registration fee in installments? Thanks.",fees,template,fees::Can I pay the {fee} in installments?,10
Is registration mandatory for the spring sem even if I have backlogs? Thank u,academic_registration,augmented,academic_registration::Is registration mandatory for {term} even if I have backlogs?,14
I am a faculty member in civil. I want a refund of my tuition fee. Any help is appreciated.,fees,template,fees::I want a refund of my {fee}.,19
I llst my medum of instuction certificate. Can I get a duplicate? It is urgent,certificates,augmented,certificates::I lost my {cert}. Can I get a duplicate?,15
is a room in the girls hostel available this sem?,hostel,augmented,hostel::Is a {room} available this semester?,10
"Hi, I am from electrical. What documents are required for hostel admission? I am in second year.",hostel,template,hostel::What documents are required for hostel admission?,17
